customer_id,recency_score,frequency_score,monetary_score,rfm_score,customer_segmentation
407585,2,3,2,232,Customers Needing Attention
408407,2,3,2,232,Customers Needing Attention
414111,2,3,2,232,Customers Needing Attention
291143,2,3,2,232,Customers Needing Attention
390809,2,3,2,232,Customers Needing Attention
138948,2,3,2,232,Customers Needing Attention
420427,2,3,2,232,Customers Needing Attention
420548,2,3,2,232,Customers Needing Attention
388613,2,3,2,232,Customers Needing Attention
417482,2,3,2,232,Customers Needing Attention
416882,2,3,2,232,Customers Needing Attention
389163,2,3,2,232,Customers Needing Attention
367139,2,3,2,232,Customers Needing Attention
201466,2,3,2,232,Customers Needing Attention
130108,2,3,2,232,Customers Needing Attention
378747,2,3,2,232,Customers Needing Attention
389162,2,3,2,232,Customers Needing Attention
370375,2,3,2,232,Customers Needing Attention
389225,2,3,2,232,Customers Needing Attention
415491,2,3,2,232,Customers Needing Attention
382195,2,3,2,232,Customers Needing Attention
389070,2,3,2,232,Customers Needing Attention
417006,2,3,2,232,Customers Needing Attention
401264,2,3,2,232,Customers Needing Attention
389199,2,3,2,232,Customers Needing Attention
385447,2,3,2,232,Customers Needing Attention
400849,2,3,2,232,Customers Needing Attention
381279,2,3,2,232,Customers Needing Attention
391967,2,3,2,232,Customers Needing Attention
314550,2,3,2,232,Customers Needing Attention
420414,2,3,2,232,Customers Needing Attention
275598,2,3,2,232,Customers Needing Attention
392453,2,3,2,232,Customers Needing Attention
339718,2,3,2,232,Customers Needing Attention
342679,2,3,2,232,Customers Needing Attention
419864,2,3,2,232,Customers Needing Attention
396582,2,3,2,232,Customers Needing Attention
390001,2,3,2,232,Customers Needing Attention
423864,2,3,2,232,Customers Needing Attention
415755,2,3,2,232,Customers Needing Attention
408037,2,3,2,232,Customers Needing Attention
363166,2,3,2,232,Customers Needing Attention
416315,2,3,2,232,Customers Needing Attention
388068,2,3,2,232,Customers Needing Attention
343130,2,3,2,232,Customers Needing Attention
400309,2,3,2,232,Customers Needing Attention
422934,2,3,2,232,Customers Needing Attention
212000,2,3,2,232,Customers Needing Attention
252105,2,3,2,232,Customers Needing Attention
418840,2,3,2,232,Customers Needing Attention
414370,2,3,2,232,Customers Needing Attention
403970,2,3,2,232,Customers Needing Attention
13245,2,3,2,232,Customers Needing Attention
253557,2,3,2,232,Customers Needing Attention
283682,2,3,2,232,Customers Needing Attention
413369,2,3,2,232,Customers Needing Attention
216409,2,3,2,232,Customers Needing Attention
5606,2,3,2,232,Customers Needing Attention
389185,2,3,2,232,Customers Needing Attention
412090,2,3,2,232,Customers Needing Attention
422102,2,3,2,232,Customers Needing Attention
419835,2,3,2,232,Customers Needing Attention
29102,2,3,2,232,Customers Needing Attention
400012,2,3,2,232,Customers Needing Attention
396454,2,3,2,232,Customers Needing Attention
387925,2,3,2,232,Customers Needing Attention
333057,2,3,2,232,Customers Needing Attention
414273,2,3,2,232,Customers Needing Attention
333159,2,3,2,232,Customers Needing Attention
271986,2,3,2,232,Customers Needing Attention
405126,2,3,2,232,Customers Needing Attention
415991,2,3,2,232,Customers Needing Attention
344936,2,3,2,232,Customers Needing Attention
395295,2,3,2,232,Customers Needing Attention
396444,2,3,2,232,Customers Needing Attention
404881,2,3,2,232,Customers Needing Attention
333780,2,3,2,232,Customers Needing Attention
381261,2,3,2,232,Customers Needing Attention
405213,2,3,2,232,Customers Needing Attention
381345,2,3,2,232,Customers Needing Attention
274342,2,3,2,232,Customers Needing Attention
355681,2,3,2,232,Customers Needing Attention
417897,2,3,2,232,Customers Needing Attention
409258,2,3,2,232,Customers Needing Attention
394891,2,3,2,232,Customers Needing Attention
383572,2,3,2,232,Customers Needing Attention
419933,2,3,2,232,Customers Needing Attention
277200,2,3,2,232,Customers Needing Attention
350110,2,3,2,232,Customers Needing Attention
402618,2,3,2,232,Customers Needing Attention
387847,2,3,2,232,Customers Needing Attention
283602,2,3,2,232,Customers Needing Attention
420391,2,3,2,232,Customers Needing Attention
399605,2,3,2,232,Customers Needing Attention
401664,2,3,2,232,Customers Needing Attention
417496,2,3,2,232,Customers Needing Attention
398082,2,3,2,232,Customers Needing Attention
200479,2,3,2,232,Customers Needing Attention
422781,2,3,2,232,Customers Needing Attention
424479,2,3,2,232,Customers Needing Attention
403886,2,3,2,232,Customers Needing Attention
370390,2,3,2,232,Customers Needing Attention
416535,2,3,2,232,Customers Needing Attention
405174,2,3,2,232,Customers Needing Attention
408138,2,3,3,233,Promising
135410,2,3,3,233,Promising
421757,2,3,3,233,Promising
393247,2,3,3,233,Promising
178140,2,3,3,233,Promising
334493,2,3,3,233,Promising
377245,2,3,3,233,Promising
406386,2,3,3,233,Promising
420490,2,3,3,233,Promising
358479,2,3,3,233,Promising
402698,2,3,3,233,Promising
417866,2,3,3,233,Promising
419878,2,3,3,233,Promising
396011,2,3,3,233,Promising
420194,2,3,3,233,Promising
403167,2,3,3,233,Promising
182136,2,3,3,233,Promising
395078,2,3,3,233,Promising
333312,2,3,3,233,Promising
271301,2,3,3,233,Promising
389492,2,3,3,233,Promising
399903,2,3,3,233,Promising
414486,2,3,3,233,Promising
372279,2,3,3,233,Promising
400845,2,3,3,233,Promising
345885,2,3,3,233,Promising
97951,2,3,3,233,Promising
154770,2,3,3,233,Promising
417137,2,3,3,233,Promising
252246,2,3,3,233,Promising
415266,2,3,3,233,Promising
405338,2,3,3,233,Promising
379098,2,3,3,233,Promising
106951,2,3,3,233,Promising
112891,2,3,3,233,Promising
59323,2,3,3,233,Promising
423154,2,3,3,233,Promising
388200,2,3,3,233,Promising
418343,2,3,3,233,Promising
402733,2,3,3,233,Promising
390572,2,3,3,233,Promising
129022,2,3,3,233,Promising
420340,2,3,3,233,Promising
418192,2,3,3,233,Promising
423652,2,3,3,233,Promising
79034,2,3,3,233,Promising
399816,2,3,3,233,Promising
422962,2,3,3,233,Promising
376541,2,3,3,233,Promising
390683,2,3,3,233,Promising
185718,2,3,3,233,Promising
382351,2,3,3,233,Promising
397005,2,3,3,233,Promising
383779,2,3,3,233,Promising
149530,2,3,3,233,Promising
421395,2,3,3,233,Promising
116749,2,3,3,233,Promising
405708,2,3,3,233,Promising
418665,2,3,3,233,Promising
405064,2,3,3,233,Promising
3255,2,3,3,233,Promising
405553,2,3,3,233,Promising
390278,2,3,3,233,Promising
264639,2,3,3,233,Promising
392003,2,3,3,233,Promising
414239,2,3,3,233,Promising
399695,2,3,3,233,Promising
213411,2,3,3,233,Promising
323284,2,3,3,233,Promising
376679,2,3,3,233,Promising
401260,2,3,3,233,Promising
414548,2,3,3,233,Promising
421876,2,3,3,233,Promising
342640,2,3,3,233,Promising
215853,2,3,3,233,Promising
274481,2,3,3,233,Promising
413107,2,3,3,233,Promising
237797,2,3,3,233,Promising
259956,2,3,3,233,Promising
356738,2,3,3,233,Promising
405837,2,3,3,233,Promising
386413,2,3,3,233,Promising
389859,2,3,3,233,Promising
294312,2,3,3,233,Promising
367152,2,3,3,233,Promising
301673,2,3,3,233,Promising
224976,2,3,3,233,Promising
408440,2,3,3,233,Promising
414388,2,3,3,233,Promising
388265,2,3,3,233,Promising
395549,2,3,3,233,Promising
382327,2,3,3,233,Promising
185641,2,3,3,233,Promising
394542,2,3,3,233,Promising
384087,2,3,3,233,Promising
335867,2,3,3,233,Promising
330710,2,3,3,233,Promising
153618,2,3,3,233,Promising
405600,2,3,3,233,Promising
408293,2,3,3,233,Promising
369835,2,3,3,233,Promising
331162,2,3,3,233,Promising
332840,2,3,3,233,Promising
419949,2,3,3,233,Promising
399607,2,3,3,233,Promising
406047,2,3,3,233,Promising
74651,2,3,3,233,Promising
421182,2,3,3,233,Promising
287059,2,3,3,233,Promising
222615,2,3,3,233,Promising
418029,2,3,3,233,Promising
393667,2,3,3,233,Promising
57801,2,3,3,233,Promising
111450,2,3,3,233,Promising
332673,2,3,3,233,Promising
123568,2,3,3,233,Promising
125389,2,3,3,233,Promising
379881,2,3,3,233,Promising
420309,2,3,3,233,Promising
405466,2,3,3,233,Promising
227484,2,3,3,233,Promising
418834,2,3,3,233,Promising
396569,2,3,3,233,Promising
389534,2,3,3,233,Promising
251749,2,3,3,233,Promising
362911,2,3,3,233,Promising
349732,2,3,3,233,Promising
367828,2,3,3,233,Promising
100670,2,3,3,233,Promising
424210,2,3,3,233,Promising
395043,2,3,3,233,Promising
336309,2,3,3,233,Promising
389430,2,3,3,233,Promising
197825,2,3,3,233,Promising
109350,2,3,3,233,Promising
406140,2,3,3,233,Promising
398993,2,3,3,233,Promising
365758,2,3,3,233,Promising
334321,2,3,3,233,Promising
415321,2,3,3,233,Promising
270695,2,3,3,233,Promising
403061,2,3,3,233,Promising
390092,2,3,3,233,Promising
386648,2,3,3,233,Promising
288142,2,3,3,233,Promising
183710,2,3,3,233,Promising
278393,2,3,3,233,Promising
381029,2,3,3,233,Promising
407127,2,3,3,233,Promising
129000,2,3,3,233,Promising
392954,2,3,3,233,Promising
405788,2,3,3,233,Promising
271858,2,3,3,233,Promising
344417,2,3,3,233,Promising
414368,2,3,3,233,Promising
420566,2,3,3,233,Promising
419206,2,3,3,233,Promising
401746,2,3,3,233,Promising
251671,2,3,3,233,Promising
377497,2,3,3,233,Promising
413771,2,3,3,233,Promising
403480,2,3,3,233,Promising
333733,2,3,3,233,Promising
415267,2,3,3,233,Promising
392096,2,3,3,233,Promising
403660,2,3,3,233,Promising
394384,2,3,3,233,Promising
402860,2,3,3,233,Promising
395524,2,3,3,233,Promising
107750,2,3,3,233,Promising
398736,2,3,3,233,Promising
151263,2,3,3,233,Promising
308044,2,3,3,233,Promising
392721,2,3,3,233,Promising
143290,2,3,3,233,Promising
423251,2,3,3,233,Promising
377308,2,3,3,233,Promising
423269,2,3,3,233,Promising
399400,2,3,3,233,Promising
418783,2,3,3,233,Promising
404374,2,3,3,233,Promising
181625,2,3,3,233,Promising
392420,2,3,3,233,Promising
377583,2,3,3,233,Promising
406996,2,3,3,233,Promising
365538,2,3,3,233,Promising
89601,2,3,3,233,Promising
416364,2,3,3,233,Promising
381292,2,3,3,233,Promising
383552,2,3,3,233,Promising
394654,2,3,3,233,Promising
26245,2,3,3,233,Promising
402187,2,3,3,233,Promising
416143,2,3,3,233,Promising
403204,2,3,3,233,Promising
343094,2,3,3,233,Promising
290117,2,3,3,233,Promising
336019,2,3,3,233,Promising
290175,2,3,3,233,Promising
419239,2,3,3,233,Promising
424435,2,3,3,233,Promising
364385,2,3,3,233,Promising
370084,2,3,3,233,Promising
417502,2,3,3,233,Promising
264342,2,3,3,233,Promising
409283,2,3,3,233,Promising
405087,2,3,3,233,Promising
406027,2,3,3,233,Promising
402472,2,3,3,233,Promising
363686,2,3,3,233,Promising
400106,2,3,3,233,Promising
404225,2,3,3,233,Promising
320547,2,3,3,233,Promising
403228,2,3,3,233,Promising
105161,2,3,3,233,Promising
390226,2,3,3,233,Promising
394340,2,3,3,233,Promising
418068,2,3,3,233,Promising
336441,2,3,3,233,Promising
361474,2,3,3,233,Promising
391042,2,3,3,233,Promising
260613,2,3,3,233,Promising
181686,2,3,3,233,Promising
385787,2,3,3,233,Promising
172770,2,3,3,233,Promising
282490,2,3,3,233,Promising
378529,2,3,3,233,Promising
399895,2,3,3,233,Promising
272012,2,3,3,233,Promising
413027,2,3,3,233,Promising
381530,2,3,3,233,Promising
64884,2,3,3,233,Promising
364436,2,3,3,233,Promising
340826,2,3,3,233,Promising
403424,2,3,3,233,Promising
418794,2,3,3,233,Promising
175551,2,3,3,233,Promising
399227,2,3,3,233,Promising
400941,2,3,3,233,Promising
343755,2,3,3,233,Promising
407682,2,3,3,233,Promising
209378,2,3,3,233,Promising
415287,2,3,3,233,Promising
394812,2,3,3,233,Promising
390904,2,3,3,233,Promising
384062,2,3,3,233,Promising
386264,2,3,3,233,Promising
418819,2,3,3,233,Promising
382287,2,3,3,233,Promising
405677,2,3,3,233,Promising
308617,2,3,3,233,Promising
388638,2,3,3,233,Promising
401734,2,3,3,233,Promising
377423,2,3,3,233,Promising
404413,2,3,3,233,Promising
405340,2,3,3,233,Promising
224853,2,3,3,233,Promising
400225,2,3,3,233,Promising
390713,2,3,3,233,Promising
275161,2,3,3,233,Promising
270841,2,3,3,233,Promising
82001,2,3,3,233,Promising
406902,2,3,3,233,Promising
389386,2,3,3,233,Promising
393924,2,3,3,233,Promising
391945,2,3,3,233,Promising
398718,2,3,3,233,Promising
393082,2,3,3,233,Promising
392241,2,3,3,233,Promising
242796,2,3,3,233,Promising
414997,2,3,3,233,Promising
18172,2,3,3,233,Promising
332542,2,3,3,233,Promising
395236,2,3,3,233,Promising
283601,2,3,3,233,Promising
129003,2,3,3,233,Promising
391797,2,3,3,233,Promising
293244,2,3,3,233,Promising
375987,2,3,3,233,Promising
197461,2,3,3,233,Promising
390913,2,3,3,233,Promising
374494,2,3,3,233,Promising
402313,2,3,3,233,Promising
396788,2,3,3,233,Promising
417368,2,3,3,233,Promising
404911,2,3,3,233,Promising
388209,2,3,3,233,Promising
287463,2,3,3,233,Promising
389200,2,3,3,233,Promising
394456,2,3,3,233,Promising
210452,2,3,3,233,Promising
406375,2,3,3,233,Promising
275367,2,3,3,233,Promising
233,2,3,3,233,Promising
114230,2,3,3,233,Promising
349379,2,3,3,233,Promising
396143,2,3,3,233,Promising
289340,2,3,3,233,Promising
338054,2,3,3,233,Promising
392368,2,3,3,233,Promising
415490,2,3,3,233,Promising
269984,2,3,3,233,Promising
415295,2,3,3,233,Promising
342695,2,3,3,233,Promising
393118,2,3,3,233,Promising
389723,2,3,3,233,Promising
389115,2,3,3,233,Promising
252983,2,3,3,233,Promising
133508,2,3,3,233,Promising
285934,2,3,3,233,Promising
416258,2,3,3,233,Promising
422131,2,3,3,233,Promising
415263,2,3,3,233,Promising
406097,2,3,3,233,Promising
133869,2,3,3,233,Promising
376780,2,3,3,233,Promising
403583,2,3,3,233,Promising
331922,2,3,3,233,Promising
305291,2,3,3,233,Promising
381489,2,3,3,233,Promising
41800,2,3,3,233,Promising
396331,2,3,3,233,Promising
389284,2,3,3,233,Promising
399061,2,3,3,233,Promising
241441,2,3,3,233,Promising
405243,2,3,3,233,Promising
284114,2,3,3,233,Promising
419356,2,3,3,233,Promising
414304,2,3,3,233,Promising
195323,2,3,3,233,Promising
391985,2,3,3,233,Promising
406685,2,3,3,233,Promising
134813,2,3,3,233,Promising
393792,2,3,3,233,Promising
215223,2,3,3,233,Promising
392858,2,3,3,233,Promising
139792,2,3,3,233,Promising
414445,2,3,3,233,Promising
376483,2,3,3,233,Promising
366776,2,3,3,233,Promising
416184,2,3,3,233,Promising
84086,2,3,3,233,Promising
144446,2,3,3,233,Promising
395919,2,3,3,233,Promising
294847,2,3,3,233,Promising
175065,2,3,3,233,Promising
391648,2,3,3,233,Promising
404200,2,3,3,233,Promising
339643,2,3,3,233,Promising
380517,2,3,3,233,Promising
419604,2,3,3,233,Promising
343097,2,3,3,233,Promising
337418,2,3,3,233,Promising
395567,2,3,3,233,Promising
267992,2,3,3,233,Promising
387800,2,3,3,233,Promising
401712,2,3,3,233,Promising
154457,2,3,3,233,Promising
301144,2,3,3,233,Promising
257206,2,3,3,233,Promising
205136,2,3,3,233,Promising
393949,2,3,3,233,Promising
266482,2,3,3,233,Promising
377370,2,3,3,233,Promising
399162,2,3,3,233,Promising
392814,2,3,3,233,Promising
404313,2,3,3,233,Promising
396911,2,3,3,233,Promising
382671,2,3,3,233,Promising
356516,2,3,3,233,Promising
264347,2,3,3,233,Promising
400837,2,3,3,233,Promising
387324,2,3,3,233,Promising
390059,2,3,3,233,Promising
271874,2,3,3,233,Promising
414414,2,3,3,233,Promising
392799,2,3,3,233,Promising
331483,2,3,3,233,Promising
397606,2,3,3,233,Promising
398983,2,3,3,233,Promising
391880,2,3,3,233,Promising
409303,2,3,3,233,Promising
405027,2,3,3,233,Promising
65356,2,3,3,233,Promising
380742,2,3,3,233,Promising
400337,2,3,3,233,Promising
88724,2,3,3,233,Promising
76947,2,3,3,233,Promising
359993,2,3,3,233,Promising
234158,2,3,3,233,Promising
382240,2,3,3,233,Promising
363590,2,3,3,233,Promising
378526,2,3,3,233,Promising
414989,2,3,3,233,Promising
333760,2,3,3,233,Promising
401429,2,3,3,233,Promising
395129,2,3,3,233,Promising
413725,2,3,3,233,Promising
129595,2,3,3,233,Promising
121195,2,3,3,233,Promising
307896,2,3,3,233,Promising
257077,2,3,3,233,Promising
386235,2,3,3,233,Promising
326146,2,3,3,233,Promising
400043,2,3,3,233,Promising
399028,2,3,3,233,Promising
401749,2,3,3,233,Promising
111966,2,3,3,233,Promising
400203,2,3,3,233,Promising
306431,2,3,3,233,Promising
398445,2,3,3,233,Promising
324397,2,3,3,233,Promising
408520,2,3,3,233,Promising
391704,2,3,3,233,Promising
414030,2,3,3,233,Promising
421493,2,3,3,233,Promising
382009,2,3,3,233,Promising
415208,2,3,3,233,Promising
393007,2,3,3,233,Promising
398804,2,3,3,233,Promising
399036,2,3,3,233,Promising
403584,2,3,3,233,Promising
401905,2,3,3,233,Promising
418879,2,3,3,233,Promising
393170,2,3,3,233,Promising
252606,2,3,3,233,Promising
393337,2,3,3,233,Promising
393573,2,3,3,233,Promising
135026,2,3,3,233,Promising
161353,2,3,3,233,Promising
406798,2,3,3,233,Promising
254212,2,3,3,233,Promising
187347,2,3,3,233,Promising
74115,2,3,3,233,Promising
153591,2,3,3,233,Promising
397120,2,3,3,233,Promising
422123,2,3,3,233,Promising
399009,2,3,3,233,Promising
387054,2,3,3,233,Promising
405055,2,3,3,233,Promising
388266,2,3,3,233,Promising
173894,2,3,3,233,Promising
424158,2,3,3,233,Promising
192563,2,3,3,233,Promising
386739,2,3,3,233,Promising
399142,2,3,3,233,Promising
394806,2,3,3,233,Promising
240350,2,3,3,233,Promising
334182,2,3,3,233,Promising
407136,2,3,3,233,Promising
408650,2,3,3,233,Promising
396135,2,3,3,233,Promising
144812,2,3,3,233,Promising
377445,2,3,3,233,Promising
64293,2,3,3,233,Promising
404867,2,3,3,233,Promising
392974,2,3,3,233,Promising
403345,2,3,3,233,Promising
422991,2,3,3,233,Promising
369964,2,3,3,233,Promising
400612,2,3,3,233,Promising
390393,2,3,3,233,Promising
416250,2,3,3,233,Promising
178609,2,3,3,233,Promising
381247,2,3,3,233,Promising
380931,2,3,3,233,Promising
167627,2,3,3,233,Promising
39784,2,3,3,233,Promising
388708,2,3,3,233,Promising
408586,2,3,3,233,Promising
412703,2,3,3,233,Promising
19144,2,3,3,233,Promising
396886,2,3,3,233,Promising
417112,2,3,3,233,Promising
402193,2,3,3,233,Promising
173717,2,3,3,233,Promising
240141,2,3,3,233,Promising
329213,2,3,3,233,Promising
348951,2,3,3,233,Promising
348793,2,3,3,233,Promising
391547,2,3,3,233,Promising
393575,2,3,3,233,Promising
156131,2,3,3,233,Promising
215630,2,3,3,233,Promising
367607,2,3,3,233,Promising
397935,2,3,3,233,Promising
116474,2,3,3,233,Promising
388700,2,3,3,233,Promising
400562,2,3,3,233,Promising
400998,2,3,3,233,Promising
226850,2,3,3,233,Promising
392108,2,3,3,233,Promising
371704,2,3,3,233,Promising
412911,2,3,3,233,Promising
363634,2,3,3,233,Promising
143702,2,3,3,233,Promising
236209,2,3,3,233,Promising
412734,2,3,3,233,Promising
417070,2,3,3,233,Promising
199783,2,3,3,233,Promising
393959,2,3,3,233,Promising
402439,2,3,3,233,Promising
390190,2,3,3,233,Promising
403449,2,3,3,233,Promising
400840,2,3,3,233,Promising
378623,2,3,3,233,Promising
175381,2,3,3,233,Promising
416881,2,3,3,233,Promising
264416,2,3,3,233,Promising
168389,2,3,3,233,Promising
377312,2,3,3,233,Promising
382451,2,3,3,233,Promising
408577,2,3,3,233,Promising
394510,2,3,3,233,Promising
155746,2,3,3,233,Promising
308567,2,3,3,233,Promising
405968,2,3,3,233,Promising
299852,2,3,3,233,Promising
205803,2,3,3,233,Promising
391884,2,3,3,233,Promising
395155,2,3,3,233,Promising
416398,2,3,3,233,Promising
19110,2,3,3,233,Promising
400604,2,3,3,233,Promising
395368,2,3,3,233,Promising
415741,2,3,3,233,Promising
411513,2,3,3,233,Promising
387703,2,3,3,233,Promising
423836,2,3,3,233,Promising
406478,2,3,3,233,Promising
397937,2,3,3,233,Promising
400601,2,3,3,233,Promising
375141,2,3,3,233,Promising
414004,2,3,3,233,Promising
348816,2,3,3,233,Promising
412282,2,3,3,233,Promising
331558,2,3,3,233,Promising
396348,2,3,3,233,Promising
386202,2,3,3,233,Promising
318297,2,3,3,233,Promising
389229,2,3,3,233,Promising
382162,2,3,3,233,Promising
24660,2,3,3,233,Promising
254449,2,3,3,233,Promising
332903,2,3,3,233,Promising
396026,2,3,3,233,Promising
416968,2,3,3,233,Promising
407095,2,3,3,233,Promising
418671,2,3,3,233,Promising
396042,2,3,3,233,Promising
414512,2,3,3,233,Promising
377506,2,3,3,233,Promising
395136,2,3,3,233,Promising
158557,2,3,3,233,Promising
401582,2,3,3,233,Promising
263321,2,3,3,233,Promising
55308,2,3,3,233,Promising
402675,2,3,3,233,Promising
413407,2,3,3,233,Promising
386230,2,3,3,233,Promising
358087,2,3,3,233,Promising
186384,2,3,3,233,Promising
187522,2,3,3,233,Promising
409333,2,3,3,233,Promising
339648,2,3,3,233,Promising
420922,2,3,3,233,Promising
416110,2,3,3,233,Promising
5535,2,3,3,233,Promising
403408,2,3,3,233,Promising
311959,2,3,3,233,Promising
414823,2,3,3,233,Promising
405555,2,3,3,233,Promising
216537,2,3,3,233,Promising
43680,2,3,3,233,Promising
382792,2,3,3,233,Promising
110851,2,3,3,233,Promising
367565,2,3,3,233,Promising
382696,2,3,3,233,Promising
405595,2,3,3,233,Promising
385929,2,3,3,233,Promising
269609,2,3,3,233,Promising
404012,2,3,3,233,Promising
187426,2,3,3,233,Promising
239144,2,3,3,233,Promising
399546,2,3,3,233,Promising
254893,2,3,3,233,Promising
128594,2,3,3,233,Promising
12983,2,3,3,233,Promising
389548,2,3,3,233,Promising
398674,2,3,3,233,Promising
150449,2,3,3,233,Promising
43146,2,3,3,233,Promising
276241,2,3,3,233,Promising
405850,2,3,3,233,Promising
397372,2,3,3,233,Promising
404173,2,3,3,233,Promising
308926,2,3,3,233,Promising
421268,2,3,3,233,Promising
215979,2,3,3,233,Promising
390194,2,3,3,233,Promising
422474,2,3,3,233,Promising
387955,2,3,3,233,Promising
417608,2,3,3,233,Promising
389151,2,3,3,233,Promising
390290,2,3,3,233,Promising
331383,2,3,3,233,Promising
376733,2,3,3,233,Promising
145569,2,3,3,233,Promising
407132,2,3,3,233,Promising
333661,2,3,3,233,Promising
390312,2,3,3,233,Promising
406718,2,3,3,233,Promising
405302,2,3,3,233,Promising
357943,2,3,3,233,Promising
409212,2,3,3,233,Promising
336603,2,3,3,233,Promising
404840,2,3,3,233,Promising
296956,2,3,3,233,Promising
381547,2,3,3,233,Promising
396822,2,3,3,233,Promising
352978,2,3,3,233,Promising
397015,2,3,3,233,Promising
398264,2,3,3,233,Promising
400733,2,3,3,233,Promising
351978,2,3,3,233,Promising
397620,2,3,3,233,Promising
383309,2,3,3,233,Promising
410538,2,3,3,233,Promising
398974,2,3,3,233,Promising
404900,2,3,3,233,Promising
382233,2,3,3,233,Promising
388073,2,3,3,233,Promising
142702,2,3,3,233,Promising
382612,2,3,3,233,Promising
243643,2,3,3,233,Promising
401851,2,3,3,233,Promising
396939,2,3,3,233,Promising
390789,2,3,3,233,Promising
390749,2,3,3,233,Promising
398885,2,3,3,233,Promising
417349,2,3,3,233,Promising
380597,2,3,3,233,Promising
394815,2,3,3,233,Promising
226843,2,3,3,233,Promising
415082,2,3,3,233,Promising
383963,2,3,3,233,Promising
417384,2,3,3,233,Promising
303006,2,3,3,233,Promising
406415,2,3,3,233,Promising
216020,2,3,3,233,Promising
398997,2,3,3,233,Promising
388997,2,3,3,233,Promising
409454,2,3,3,233,Promising
390260,2,3,3,233,Promising
293693,2,3,3,233,Promising
389428,2,3,3,233,Promising
390120,2,3,3,233,Promising
401903,2,3,3,233,Promising
208877,2,3,3,233,Promising
397804,2,3,3,233,Promising
391177,2,3,3,233,Promising
404438,2,3,3,233,Promising
389446,2,3,3,233,Promising
129071,2,3,3,233,Promising
400592,2,3,3,233,Promising
411902,2,3,3,233,Promising
30777,2,3,3,233,Promising
152346,2,3,3,233,Promising
288600,2,3,3,233,Promising
171571,2,3,3,233,Promising
390274,2,3,3,233,Promising
407863,2,3,3,233,Promising
335239,2,3,3,233,Promising
391293,2,3,3,233,Promising
358043,2,3,3,233,Promising
160706,2,3,3,233,Promising
414651,2,3,3,233,Promising
404194,2,3,3,233,Promising
341238,2,3,3,233,Promising
389529,2,3,3,233,Promising
394466,2,3,3,233,Promising
259492,2,3,3,233,Promising
321547,2,3,3,233,Promising
395452,2,3,3,233,Promising
408522,2,3,3,233,Promising
394658,2,3,3,233,Promising
395263,2,3,3,233,Promising
420742,2,3,3,233,Promising
404210,2,3,3,233,Promising
409091,2,3,3,233,Promising
75429,2,3,3,233,Promising
399221,2,3,3,233,Promising
408515,2,3,3,233,Promising
102090,2,3,3,233,Promising
381283,2,3,3,233,Promising
395835,2,3,3,233,Promising
381805,2,3,3,233,Promising
360960,2,3,3,233,Promising
412718,2,3,3,233,Promising
382828,2,3,3,233,Promising
288282,2,3,3,233,Promising
111946,2,3,3,233,Promising
424080,2,3,3,233,Promising
390296,2,3,3,233,Promising
389092,2,3,3,233,Promising
188494,2,3,3,233,Promising
230971,2,3,3,233,Promising
359259,2,3,3,233,Promising
398180,2,3,3,233,Promising
387733,2,3,3,233,Promising
396861,2,3,3,233,Promising
417426,2,3,3,233,Promising
418482,2,3,3,233,Promising
243664,2,3,3,233,Promising
331409,2,3,3,233,Promising
392824,2,3,3,233,Promising
407650,2,3,3,233,Promising
393780,2,3,3,233,Promising
396024,2,3,3,233,Promising
401866,2,3,3,233,Promising
413337,2,3,3,233,Promising
247084,2,3,3,233,Promising
368192,2,3,3,233,Promising
394929,2,3,3,233,Promising
414391,2,3,3,233,Promising
363569,2,3,3,233,Promising
393139,2,3,3,233,Promising
395924,2,3,3,233,Promising
381167,2,3,3,233,Promising
394629,2,3,3,233,Promising
386893,2,3,3,233,Promising
394290,2,3,3,233,Promising
420469,2,3,3,233,Promising
390573,2,3,3,233,Promising
404248,2,3,3,233,Promising
371031,2,3,3,233,Promising
317080,2,3,3,233,Promising
419335,2,3,3,233,Promising
398431,2,3,3,233,Promising
389802,2,3,3,233,Promising
397563,2,3,3,233,Promising
402257,2,3,3,233,Promising
378466,2,3,3,233,Promising
270421,2,3,3,233,Promising
344293,2,3,3,233,Promising
407056,2,3,3,233,Promising
393546,2,3,3,233,Promising
342786,2,3,3,233,Promising
401846,2,3,3,233,Promising
366449,2,3,3,233,Promising
270675,2,3,3,233,Promising
396875,2,3,3,233,Promising
402144,2,3,3,233,Promising
392000,2,3,3,233,Promising
285287,2,3,3,233,Promising
419760,2,3,3,233,Promising
181676,2,3,3,233,Promising
419794,2,3,3,233,Promising
386717,2,3,3,233,Promising
392718,2,3,3,233,Promising
418574,2,3,3,233,Promising
397051,2,3,3,233,Promising
423002,2,3,3,233,Promising
405489,2,3,3,233,Promising
395992,2,3,3,233,Promising
283887,2,3,3,233,Promising
218283,2,3,3,233,Promising
393793,2,3,3,233,Promising
419916,2,3,3,233,Promising
406257,2,3,3,233,Promising
237679,2,3,3,233,Promising
396340,2,3,3,233,Promising
405499,2,3,3,233,Promising
402502,2,3,3,233,Promising
423944,2,3,3,233,Promising
376851,2,3,3,233,Promising
26489,2,3,3,233,Promising
299850,2,3,3,233,Promising
378627,2,3,3,233,Promising
405597,2,3,3,233,Promising
414667,2,3,3,233,Promising
244723,2,3,3,233,Promising
411957,2,3,3,233,Promising
412965,2,3,3,233,Promising
416321,2,3,3,233,Promising
